word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
a fair shake,,,公平交易,,,,,0,0,,,
a fair treat,,,"引人注目的人或事,令人满意的人或物;款待,公正对待",,,,,0,0,,,
a false step,,,"失足,失策,失算,错误一步",,,,,0,0,,,
a family skeleton,,,家丑,,,,,0,0,,,
a famous brand,,,"名牌,名牌商标",,,,,0,0,,,
a famous performance,,,"精彩的表演,出色的表演",,,,,0,0,,,
a fancy cake,,,花色蛋糕,,,,,0,0,,,
a fancy dress ball,,,化妆舞会,,,,,0,0,,,
a fancy fair,,,小商品交易会,,,,,0,0,,,
a far cry,,,"遥远的距离, 大不相同的东西",,,,,0,0,,,
a far cry from,,,离…很远的路程;与…大不相同,,,,,0,0,,,
a far fetch,,,一段远距离,,,,,0,0,,,
a fast liver,,,生活放荡不羁者,,,,,0,0,,,
a fat cat,,,"有钱有势者,大亨,大款",,,,,0,0,,,
a fat chance,,,微小的机会,,,,,0,0,,,
a fat lot,,,很少,,,,,0,0,,,
a fat lot of,,,"不, 毫不",,,,,0,0,,,
a fatal blow,,,致命的打击,,,,,0,0,,,
a fatal disease,,,不治之症,,,,,0,0,,,
a fault on the right side,,,"塞翁失马,因祸得福",,,,,0,0,,,
a favorable reception,,,"好评,欢迎",,,,,0,0,,,
a favourite son,,,宠儿,,,,,0,0,,,
a feast for the gods,,,极精美的食物,,,,,0,0,,,
a feast of reason,,,"妙趣横生的谈话,谈吐风雅",,,,,0,0,,,
a feast of reason and a flow of soul,,,有益的谈话,,,,,0,0,,,
a feather in one's cap,,,"可夸耀的事, 卓越的成就",,,,,0,0,,,
a feeding storm,,,越来越厉害的暴风雨,,,,,0,0,,,
a fellow national,,,同胞,,,,,0,0,,,
a female domestic,,,女佣人,,,,,0,0,,,
a fencing ken,,,窝藏赃物的场所,,,,,0,0,,,
a few,,,"几个, 少数, 一些",,,1,,0,0,,,
a few of,,,"少数, 几个,一些",,,,,0,0,,,
a few sticks of furniture,,,几件简陋的家具,,,,,0,0,,,
A fibers,,,[医] A类纤维(神经),,,,,0,0,,,
a field army,,,野战军,,,,,0,0,,,
a field of honour,,,"决斗场, 战场",,,,,0,0,,,
a fierce battle,,,激战,,,,,0,0,,,
A fig for this,,,这算什么?这算不了什么!,,,,,0,0,,,
a fill of tobacco,,,"一袋烟,一烟斗的烟丝",,,,,0,0,,,
a financial man,,,"财政家,金融家",,,,,0,0,,,
a financial member,,,普通会员,,,,,0,0,,,
a fine day for young ducks,,,雨天,,,,,0,0,,,
a finger on the wall,,,灾难的预兆,,,,,0,0,,,
a finish fight,,,"决斗,背水一战",,,,,0,0,,,
a finishing stroke,,,"最后致命的一击, 最后的一笔",,,,,0,0,,,
a fire suppressant,,,灭火剂,,,,,0,0,,,
a fit of rage,,,"一阵怒火,一阵发作",,,,,0,0,,,
a fit of remorse,,,一阵后悔,,,,,0,0,,,
a fit of temper,,,一阵脾气,,,,,0,0,,,
a flash in the pan,,,昙花一现,,,,,0,0,,,
a flash of hope,,,"一线希望,一闪而过的希望",,,,,0,0,,,
a flash of wit,,,灵机一动,,,,,0,0,,,
a flat tire,,,爆气的车胎,,,,,0,0,,,
a flea in one's ear,,,"讥讽, 尖刻的话",,,,,0,0,,,
a fleeting show,,,瞬间即逝的景象,,,,,0,0,,,
a flicker of hope,,,"一线希望,一闪而过的希望,飘忽不定的希望",,,,,0,0,,,
a flight of stairs,,,一段楼梯,,,,,0,0,,,
a flock of,,,一群,,,,,0,0,,,
a flood of,,,"一大片,一大批",,,,,0,0,,,
a flood of people,,,"人山人海,潮水般的人群",,,,,0,0,,,
a flood of words,,,滔滔不绝的言辞,,,,,0,0,,,
a floor under wages,,,最低工资标准,,,,,0,0,,,
a flourish of trumpets,,,大肆宣扬,,,,,0,0,,,
a fly in amber,,,保存得好的珍贵遗物,,,,,0,0,,,
a fly in the ointment,,,美中不足之处,,,,,0,0,,,
a fly on the wheel,,,自高自大的人,,,,,0,0,,,
a flying visit,,,"匆忙的访问, 短时间参观",,,,,0,0,,,
a fond,ɑ:'fɒŋ,,"彻底地, 安全地",,,,,0,0,,,
a fool's errand,,,徒劳的任务,,,,,0,0,,,
a fool's paradise,,,黄粱美梦,,,,,0,0,,,
a football pro,,,n. 一个职业足球运动员,,,,,0,0,,,
a forecast zone,,,(气象)预报地带,,,,,0,0,,,
a foregone conclusion,,,预料中必然的结局,,,,,0,0,,,
a forest of masts,,,桅桿林立,,,,,0,0,,,
a forlorn hope,,,"极微的希望, 孤注一掷的举动, 敢死队",,,,,0,0,,,
a form of address,,,称呼,,,,,0,0,,,
a format,,,[电] A格式,,,,,0,0,,,
a fortiori,ei fɔ:ti'ɔ:rai, With stronger reason.,更加,,,,,0,0,,,
a foul berth,,,恶劣的停泊地,,,,,0,0,,,
a fraction of,,,一小部分的,,,,,0,0,,,
a free fight,,,混战,,,,,0,0,,,
a free hand,,,放手处理的权利,,,,,0,0,,,
a free list,,,"免税商品表,免费入场观众名单",,,,,0,0,,,
a free wind,,,顺风,,,,,0,0,,,
a French window,,,"落地式门窗,落地式长窗",,,,,0,0,,,
a friend in court,,,有势力的朋友,,,,,0,0,,,
A friend in need is a friend in deed,,,"患难中的朋友才是真正的朋友;患难识知己,雪中送炭真君子",,,,,0,0,,,
a friend of yours,,,你的一位朋友,,,,,0,0,,,
a frog in the throat,,,轻度喉哑,,,,,0,0,,,
a front yard,,,前院,,,,,0,0,,,
a fruit of sb.'s loins,,,某人的孩子,,,,,0,0,,,
a fruit pie,,,水果馅饼,,,,,0,0,,,
a full general,,,四星上将,,,,,0,0,,,
a full team,,,"有特别才能的人,身怀绝技者",,,,,0,0,,,
a fund of,,,"丰富的,大量的,富于…",,,,,0,0,,,
a future life,,,来生,,,,,0,0,,,
a galaxy of,,,一群,,,,,0,0,,,
a gallery hit,,,卖弄技巧的表演,,,,,0,0,,,
a gallery shot,,,卖弄技巧的表演,,,,,0,0,,,
a gallery stroke,,,卖弄技巧的表演,,,,,0,0,,,
a gambling hell,,,赌窟,,,,,0,0,,,
a game not worth the candle,,,不值得做的事,,,,,0,0,,,
a game of,,,"一场,一盘,一局",,,,,0,0,,,
a game of chance,,,靠碰运气取胜的游戏,,,,,0,0,,,
a game of skill,,,靠技能的游戏,,,,,0,0,,,
a game preserve,,,猎物保护区,,,,,0,0,,,
a gang of,,,"一伙,一帮,一群",,,,,0,0,,,
a gaol bird,,,"囚犯,惯犯,恶棍,无赖",,,,,0,0,,,
a gas leak,,,煤气洩漏,,,,,0,0,,,
a gay bird,,,"快乐鸟,乐天派,寻欢作乐者",,,,,0,0,,,
a general election,,,普选,,,,,0,0,,,
a general outline,,,大纲,,,,,0,0,,,
a general reader,,,一般读者,,,,,0,0,,,
a general strike,,,总罢工,,,,,0,0,,,
a general thing,,,惯例,,,,,0,0,,,
a general war,,,全面战争,,,,,0,0,,,
a general's battle,,,战略战术的较量,,,,,0,0,,,
a gentleman at large,,,"有闲阶级的人, 无职业者",,,,,0,0,,,
a gentleman of fortune,,,冒险家,,,,,0,0,,,
a gentleman of the pad,,,"拦路行劫者,响马大盗",,,,,0,0,,,
a gentleman of the press,,,新闻记者,,,,,0,0,,,
a gentleman's agreement,,,君子协定,,,,,0,0,,,
a gentleman's gentleman,,,男仆,,,,,0,0,,,
a ghostly director,,,听忏悔的神父,,,,,0,0,,,
a ghostly father,,,听忏悔的神父,,,,,0,0,,,
a gift of nature,,,天赋,,,,,0,0,,,
a girl of the street,,,"街头女郎,妓女,娼妓",,,,,0,0,,,
a gleam of...,,,"一线..., 一丝...",,,,,0,0,,,
a glorious yet difficult task,,,一项光荣而艰巨的任务,,,,,0,0,,,
a go-go,,,"a. 摇摆舞的, 无节制的, 乱窜的, 活跃的, 最时髦的",,,,,0,0,,,
a gogo,,, 大量的,,,,,0,0,,,
a golden apple,,,"金苹果;西红柿,番茄",,,,,0,0,,,
a gone case,,,不可救药的人,,,,,0,0,,,
a gone coon,,,没有希望的人,,,,,0,0,,,
a gone feeling,,,飘飘然发晕的感觉,,,,,0,0,,,
a good,,,"相当,足足",,,,,0,0,,,
A good anvil fears no hammer,,,"好砧不怕鎚,真金不怕火",,,,,0,0,,,
A good appetite is a good sauce,,,饥不择食,,,,,0,0,,,
a good bargain,,,便宜货;合算的买卖,,,,,0,0,,,
a good berth,,,"良好的停泊地;好差事,好工作",,,,,0,0,,,
a good deal,ə ɡud di:l,, 许多,,,,,0,0,,,
a good deal of,,,很多的,,,,,0,0,,,
a good egg,,,好人,,,,,0,0,,,
a good few,,,相当多,,,,,0,0,,,
a good job,,,幸运事,,,,,0,0,,,
a good keeper,,,耐藏的物品,,,,,0,0,,,
a good lawyer,,,懂法的人,,,,,0,0,,,
a good layer,,,生蛋多的鸡,,,,,0,0,,,
a good life,,,"道德的生活, 活得到平均寿命的人, 好的生活",,,,,0,0,,,
a good lot,,,"大量, 很, 非常",,,,,0,0,,,
a good manager,,,"会当家的人,操持有方者",,,,,0,0,,,
a good many,,,很多,,,,,0,0,,,
a good onion,,,"讨人喜欢的人,好小子",,,,,0,0,,,
a good patch,,,"走运的时期,成功的时期",,,,,0,0,,,
a good pitch,,,"好球,投得好!",,,,,0,0,,,
a good shot,,,神枪手;猜得准,,,,,0,0,,,
a good sort,,,好人,,,,,0,0,,,
a good sort of body,,,好人,,,,,0,0,,,
a good supply of,,,供应充足的…,,,,,0,0,,,
a good time,,,一段美好时光,,,,,0,0,,,
a good turn,,,有利的举动,,,,,0,0,,,
a good while,,,"好些时候,很长时间",,,,,0,0,,,
a goodwill visit,,,友好访问,,,,,0,0,,,
a Gordian knot,,,"棘手的问题, 难解的结, 关键",,,,,0,0,,,
a grade,,,[经] 甲级,,,,,0,0,,,
a grain of,,,"一粒…,一颗…",,,,,0,0,,,
a grain of mustard seed,,,有极大发展前途的小东西,,,,,0,0,,,
a grain of salt,,,"一颗盐,一粒盐;打折扣,不全信",,,,,0,0,,,
a grand,,,[经] 一千美元,,,,,0,0,,,
a grand total,,,"总计,累计",,,,,0,0,,,
a grant in aid,,,"补助金,助学金",,,,,0,0,,,
a grease monkey,,,"汽车修理工,机械师",,,,,0,0,,,
a greasy grind,,,埋头苦读的学生,,,,,0,0,,,
a great deal,,,大量,,,,,0,0,,,
a great deal of,,,很多的,,,,,0,0,,,
a great diversity of...,,,多种多样的...,,,,,0,0,,,
a great gulf fixed,,,鸿沟,,,,,0,0,,,
a great lot,,,大量,,,,,0,0,,,
a great many,,,许许多多,,,,,0,0,,,
a great number of,,,许多,,,,,0,0,,,
a great quantity,,,大量,,,,,0,0,,,
a great swell,,,"大人物,头面人物",,,,,0,0,,,
a great volume of,,,大量的…,,,,,0,0,,,
a great volume of sound,,,一阵风,,,,,0,0,,,
a Greek gift,,,图谋害人的礼物,,,,,0,0,,,
a green grave,,,新坟,,,,,0,0,,,
a grey mare,,,胜过丈夫的妻子,,,,,0,0,,,
a gross medley of...,,,...的大杂烩,,,,,0,0,,,
a group army,,,集团军,,,,,0,0,,,
a group of,,,"一组,一队,一群,一伙,一批…",,,,,0,0,,,
a guerrilla area,,,游击区,,,,,0,0,,,
a guerrilla zone,,,游击区,,,,,0,0,,,
a hack of a lot of,,,好多好多…,,,,,0,0,,,
a hail of blows,,,"一阵打击,雨点般的拳头",,,,,0,0,,,
a hair to make a tether of,,,"小题大作,大惊小怪,兴风作浪",,,,,0,0,,,
a hand of banana,,,一串香蕉,,,,,0,0,,,
a hand of bananas,,,一串香蕉,,,,,0,0,,,
a handful of,,,"一小撮,少数",,,,,0,0,,,
a handsome sum of money,,,可观的一大笔款子,,,,,0,0,,,
a hanging matter,,,要处绞刑的案件,,,,,0,0,,,
a harbour of refuge,,,避风港,,,,,0,0,,,
a hard case,,,"不可救药的人, 难对付的人",,,,,0,0,,,
a hard dose to swallow,,,"一帖难咽的苦药,难以接受的事实",,,,,0,0,,,
a hard hit,,,"沉重的打击,破产;热恋,坠入情网",,,,,0,0,,,
a hard nut to crack,,,棘手的问题,,,,,0,0,,,
a hard row to hoe,,,乏味的工作,,,,,0,0,,,
a hatchet man,,,"雇用的刺客,打手,爪牙,走狗",,,,,0,0,,,
a haze of doubt,,,一块疑团,,,,,0,0,,,
a head,ei hed,, 一捆；一束；一头；一棵,,,,,0,0,,,
a head of cattle,,,一头牛,,,,,0,0,,,
a health resort,,,疗养胜地,,,,,0,0,,,
a healthful diet,,,营养餐,,,,,0,0,,,
a heap of,,,"一大堆,许多…",,,,,0,0,,,
a hearing aid,,,助听器,,,,,0,0,,,
a heart attack,,,心脏病发作,,,,,0,0,,,
a heart of gold,,,道德高尚的人,,,,,0,0,,,
a heart of granite,,,铁石心肠,,,,,0,0,,,
a heart of oak,,,果断的人,,,,,0,0,,,
a heart of steel,,,"铁石心肠,冷酷的心",,,,,0,0,,,
a hearty meal,,,丰盛的一餐,,,,,0,0,,,
a heat of steel,,,一炉钢,,,,,0,0,,,
a heavy course load,,,繁重的课程负担,,,,,0,0,,,
a heavy date,,,重要的约会,,,,,0,0,,,
a heavy purse,,,富裕,,,,,0,0,,,
a heavy swell,,,"穿着入时的人,穿着时髦的人",,,,,0,0,,,
a hell of,,,"极度的,糟透了的,好极了的…",,,,,0,0,,,
a hell of a mess,,,一塌糊涂,,,,,0,0,,,
a hell of a...,,,"极度的, 难以容忍的, 糟糕的, 极好的",,,,,0,0,,,
a hemisphere of special knowledge,,,专业知识的范围,,,,,0,0,,,
a hen on,,,图谋,,,,,0,0,,,
a herd of,,,一群,,,,,0,0,,,
a herd of cattle,,,一群牛,,,,,0,0,,,
a high pitch of excitement,,,极度的兴奋,,,,,0,0,,,
a highbred magazine,,,"高级趣味杂志, 上流社会看的杂志",,,,,0,0,,,
a hill of beans,,,"少量, 小事",,,,,0,0,,,
a hint of,,,"一点…,一丝…",,,,,0,0,,,
a hit at sb,,,对某人的讽刺,,,,,0,0,,,
a hive of activity,,,一片繁忙,,,,,0,0,,,
a hog in armour,,,举止笨拙的人,,,,,0,0,,,
a holy terror,,,"可怕的人,讨厌的家伙",,,,,0,0,,,
a home from home,,,象家里一样舒适的环境,,,,,0,0,,,
a home thrust,,,正中要害的一击,,,,,0,0,,,
a home truth,,,"老生常谈, 令人难堪的事实, 逆耳的老实话",,,,,0,0,,,
A horizon,,,"A层（腐殖堆积层, 等于淋溶层）",,,,,0,0,,,
a horizontal line,,,水平线,,,,,0,0,,,
a horn of plenty,,,富饶的象征,,,,,0,0,,,
a horse of another colour,,,完全另一回事,,,,,0,0,,,
a horse on sb.,,,针对某人的恶作剧,,,,,0,0,,,
a host of,,,"许多,一大群",,,,,0,0,,,
a hot lead,,,极好的线索,,,,,0,0,,,
a hot number,,,"热门货, 感情热烈的女子",,,,,0,0,,,
a hot potato,,,棘手的问题,,,,,0,0,,,
a hot time,,,"紧张时刻,难熬的日子",,,,,0,0,,,
a house of call,,,"零工待雇处, 常去的场所",,,,,0,0,,,
a house of cards,,,"纸牌做的房子, 不牢靠的计划",,,,,0,0,,,
a house of correction,,,教养院,,,,,0,0,,,
a house of detention,,,拘留所,,,,,0,0,,,
a house of God,,,教堂,,,,,0,0,,,
a house of ill fame,,,妓院,,,,,0,0,,,
a house of prayer,,,教堂,,,,,0,0,,,
a house of refuge,,,难民收容所,,,,,0,0,,,
a household word,,,人人皆知的词语,,,,,0,0,,,
a hue and cry,,,"通辑令, 叫喊声, 喊捉声, 喧哗",,,,,0,0,,,
a huis clos,ɑ:'wi:'klәu,,"[法]秘密地, 私下",,,,,0,0,,,
a human failing,,,人类的弱点,,,,,0,0,,,
a hundred and one,,,许多,,,,,0,0,,,
a hundred percent,,,"百分之百, 完全",,,,,0,0,,,
a hundred times,ei ˈhʌndrəd taɪmz,, 百倍,,,,,0,0,,,
A ignore B gate,,,[计] 与B无关的A门,,,,,0,0,,,
A is acccompanied by B,,,"(甲)伴有(乙), (甲)引起(乙)",,,,,0,0,,,
A is meant by B,,,(乙)的意思是(甲),,,,,0,0,,,
A is meant for B,,,(甲)是为(乙)作准备的,,,,,0,0,,,
A is used as B,,,甲被用作乙,,,,,0,0,,,
a Jack in office,,,自命不凡的小官,,,,,0,0,,,
a Jack of both side,,,骑墙派,,,,,0,0,,,
a Jack of straw,,,稻草人,,,,,0,0,,,
a jazz hound,,,舞迷,,,,,0,0,,,
a job interview,,,招工面试,,,,,0,0,,,
a job lot,,,整批买卖的杂货,,,,,0,0,,,
a jolly dog,,,快活的人,,,,,0,0,,,
a Judas kiss,,,"口蜜腹剑, 阴险的背叛",,,,,0,0,,,
a keeper of his words,,,说话算数的人,,,,,0,0,,,
a Kempis,,,[网络] 凯美人,,,,,0,0,,,
a kick in one's gallop,,,异想天开,,,,,0,0,,,
a kick in the pants,,,"意想不到的斥责,重大挫折",,,,,0,0,,,
a kick in the teeth,,,突然的挫折,,,,,0,0,,,
a kind of,,,"一种,一类",,,,,0,0,,,
a king's ransom,,,一笔巨款,,,,,0,0,,,
a knack of trade,,,"经商之道,行业诀窍",,,,,0,0,,,
a knight in shining armor,,,"力挽狂澜的人,白马王子",,,,,0,0,,,
a knight in shining armour,,,"力挽狂澜的完美人物,白马王子",,,,,0,0,,,
a knight of the brush,,,美术家,,,,,0,0,,,
a knight of the hammer,,,铁匠,,,,,0,0,,,
a knight of the pen,,,文人,,,,,0,0,,,
a knight of the road,,,"流动推销员, 流浪汉",,,,,0,0,,,
a knowing card,,,精明者,,,,,0,0,,,
a la,,,.....型式的,,,,,0,0,,,
a la carte,ɑ: lɑ: 'kɑ:t,,a. 按菜单点菜的\nadv. 按菜单点菜,,,,,0,0,,,
a la king,,,用含有青椒的,,,,,0,0,,,
a la mode,ɑ: lɑ: 'mәjd,,"a. 流行的, 时髦的, 加冰淇淋的",,,,,0,0,,,
a labor of love,,,"爱做的事,出自喜爱而做的事",,,,,0,0,,,
a labour of love,,,爱做的事,,,,,0,0,,,
a lace border,,,花边,,,,,0,0,,,
a lack of,,, 缺乏，缺少,,,,,0,0,,,
a lady by birth,,,出身名门的贵妇人,,,,,0,0,,,
a lady of easy virtue,,,放荡的女人,,,,,0,0,,,
a lame apology,,,"站不住脚的辩解,漏洞百出的借口",,,,,0,0,,,
a land battle,,,陆战,,,,,0,0,,,
a land flowing with milk and honey,,,鱼米之乡,,,,,0,0,,,
a lantern jaw,,,"尖下巴,瘦削的脸孔",,,,,0,0,,,
a large amount of,,,大量的,,,,,0,0,,,
a large ballot,,,很多的选票,,,,,0,0,,,
a large body of,,,"一大堆,许多…",,,,,0,0,,,
a large body of facts,,,一大堆数据,,,,,0,0,,,
a large number of,,,"大量的..., 许多...",,,,,0,0,,,
a large per cent of,,,"很大一部分的,大部分…",,,,,0,0,,,
a large proportion of,,,大部分的…,,,,,0,0,,,
a large quantity of,,,大量...,,,,,0,0,,,
a large variety of,,,"各种各样的..., 种种...",,,,,0,0,,,
a large yield of wheat,,,小麦的丰收,,,,,0,0,,,
a launching pad,,,导弹发射台,,,,,0,0,,,
a law maker,,,"立法者,立法机构",,,,,0,0,,,
a law unto oneself,,,独断专行者,,,,,0,0,,,
a lawn party,,,游园会,,,,,0,0,,,
a lay figure,,,"人体模型,模特儿;傀儡",,,,,0,0,,,
a lay man,,,"俗人,门外汉,外行",,,,,0,0,,,
a layer of,,,一层…,,,,,0,0,,,
a leading article,,,社论,,,,,0,0,,,
a leading card,,,"先例, 榜样",,,,,0,0,,,
a leak of information,,,情报的洩漏,,,,,0,0,,,
a leap in the dark,,,冒险的行动,,,,,0,0,,,
a leap year,,,闰年,,,,,0,0,,,
a lease of life,,,寿命,,,,,0,0,,,
a leash of days,,,一连三天,,,,,0,0,,,
a legal year,,,法定年,,,,,0,0,,,
a length of,,,一段,,,,,0,0,,,
a letter of sympathy,,,慰问信,,,,,0,0,,,
A level,,,n. 英国GCE考试甲级标准,,2,,,0,0,,,
a lie of whole cloth,,,十足的谎言,,,,,0,0,,,
a lieutenant general,,,陆军中将,,,,,0,0,,,
a life peer,,,终身担任的上院议员,,,,,0,0,,,
a light hand,,,熟练(的手艺),,,,,0,0,,,
a light purse,,,贫困,,,,,0,0,,,
a limb of the devil,,,顽童,,,,,0,0,,,
a line of,,,"一行,一列,一排",,,,,0,0,,,
a line of least resistance,,,"阻力最小的方向, 最容易的途径",,,,,0,0,,,
a lion in the way,,,拦路虎,,,,,0,0,,,
a liquidation sale,,,清仓拍卖,,,,,0,0,,,
a litter of pigs,,,一窝猪仔,,,,,0,0,,,
a little,,,"一些, 一点点, 一点儿, 稍微, 些许",,,1,,0,0,,,
A little bird told me,,,"有人私下告诉我,我听说",,,,,0,0,,,
a little bit,,,"有点,些许",,,,,0,0,,,
a little eternity,,,一段很长的时间,,,,,0,0,,,
a little now and a little then,,,"间断地,断断续续地",,,,,0,0,,,
a little rift within the lute,,,"最初的分歧,发疯的预兆",,,,,0,0,,,
a little tin god,,,自命不凡的人,,,,,0,0,,,
a little too thick,,,"太过分, 过度",,,,,0,0,,,
a little while,,,"一会儿,短时间",,,,,0,0,,,
a little while ago,,,方才,,,,,0,0,,,
a live programme,,,"实况转播的节目,现场直播",,,,,0,0,,,
a live wire,,,"通电电线, 有活力的人",,,,,0,0,,,
a living copy of the past,,,"依然如故,照旧",,,,,0,0,,,
a living hell,,,人间地狱,,,,,0,0,,,
a load of,,,"大量, 许多",,,,,0,0,,,
a loading area,,,装卸区,,,,,0,0,,,
a loaf of bread,,,一个面包,,,,,0,0,,,
a loan on security,,,担保贷款,,,,,0,0,,,
a local speciality,,,地方特产,,,,,0,0,,,
a lone wolf,,,不喜欢与人来往的人,,,,,0,0,,,
a long dozen,,,十三个,,,,,0,0,,,
a long shot,,,不大会成功的尝试,,,,,0,0,,,
a long shot gamble,,,孤注一掷,,,,,0,0,,,
a long time ago,,,很久以前,,,,,0,0,,,
a long way from,,,距离…遥远,,,,,0,0,,,
a long while ago,,,很长时间以前,,,,,0,0,,,
a long word,,,很长的时间,,,,,0,0,,,
a look of vacancy,,,茫然若失的神情,,,,,0,0,,,
a loose fish,,,放荡不羁者,,,,,0,0,,,
a losing battle,,,"没有希望胜利的战斗,失利的战斗",,,,,0,0,,,
a lost cause,,,已失败的事业;大势已去,,,,,0,0,,,
a lost sheep,,,"迷路的羊, 误入歧途的人",,,,,0,0,,,
a lot,,,"大量, 很, 非常",,,1,,0,0,,,
a lot of,,,许多的,,,,,0,0,,,
a love match,,,爱情结合的婚姻,,,,,0,0,,,
a lucky dip,,,"幸运袋,摸彩袋",,,,,0,0,,,
a lucky dog,,,"幸运儿,走运的家伙",,,,,0,0,,,
a lucky miss,,,侥幸免难,,,,,0,0,,,
a lump in one's throat,,,"喉咙哽住, 哽咽",,,,,0,0,,,
a lump in the throat,,,喉咙哽住,,,,,0,0,,,
a lump of selfishness,,,一个彻头彻尾的自私者,,,,,0,0,,,
a lump sum,,,"[经] 一次总付的金额, 一笔整数",,,,,0,0,,,
a lunar year,,,太阴年,,,,,0,0,,,
a made man,,,"肯定会成功的人,以崭露头脚者",,,,,0,0,,,
a magazine of wisdom,,,智慧的宝库,,,,,0,0,,,
a maiden work,,,处女作,,,,,0,0,,,
a mailed fist,,,"武力威胁,暴力",,,,,0,0,,,
a major general,,,陆军少将,,,,,0,0,,,
a majority of,,,"大部分,大多数",,,,,0,0,,,
a man about town,,,花花公子,,,,,0,0,,,
a man at the desk,,,"办事员,书记员",,,,,0,0,,,
a man born of woman,,,凡人,,,,,0,0,,,
a man in a thousand,,,"百里挑一者,出类拔萃的人",,,,,0,0,,,
a man of ability,,,"能干者,有本事的人",,,,,0,0,,,
a man of application,,,"勤奋工作者,专心致志者",,,,,0,0,,,
a man of Belial,,,"无赖, 堕落者",,,,,0,0,,,
a man of business,,,代理人,,,,,0,0,,,
a man of character,,,"有个性的人,性格坚强者",,,,,0,0,,,
a man of decision,,,"有决断能力的人,果断的人",,,,,0,0,,,
a man of dress,,,衣着讲究的男人,,,,,0,0,,,
a man of eminence,,,"名人,卓越人物",,,,,0,0,,,
a man of family,,,"有家室者,有妻儿老小者;名门子弟",,,,,0,0,,,
a man of fashion,,,"时髦人物,风头人物",,,,,0,0,,,
a man of figure,,,"人物,名人,要人,有声望的人",,,,,0,0,,,
a man of God,,,"圣徒, 牧师",,,,,0,0,,,
a man of great energy,,,精力充沛的人,,,,,0,0,,,
a man of great esteem,,,德高望重者,,,,,0,0,,,
a man of great resources,,,"足智多谋者,老谋深算者",,,,,0,0,,,
a man of high standing,,,"有很高地位,有很高声望的",,,,,0,0,,,
a man of his hands,,,有手艺的人,,,,,0,0,,,
a man of his word,,,"恪守信用者,言之有信者",,,,,0,0,,,
a man of intellectual breadth,,,知识渊博的人,,,,,0,0,,,
a man of iron,,,"意志坚强的人, 严酷的人",,,,,0,0,,,
a man of letters,,,"学者, 作家",,,,,0,0,,,
a man of light and leading,,,"权威人士,有先见之明者",,,,,0,0,,,
a man of mark,,,"名人, 要人",,,,,0,0,,,
a man of means,,,"富人,有钱人,有财产者",,,,,0,0,,,
a man of men,,,"卓越人物,杰出者",,,,,0,0,,,
a man of mettle,,,有勇气的人,,,,,0,0,,,
a man of moods,,,喜怒无常的人,,,,,0,0,,,
a man of mould,,,凡人,,,,,0,0,,,
a man of nerve,,,有胆量的人,,,,,0,0,,,
a man of no fixed abode,,,无固定住所者,,,,,0,0,,,
a man of one's word,,,守信的人,,,,,0,0,,,
a man of parts,,,有才能的人,,,,,0,0,,,
a man of polish,,,文雅人士,,,,,0,0,,,
a man of property,,,有产者,,,,,0,0,,,
a man of renown,,,"名人,知名人士",,,,,0,0,,,
a man of sin,,,罪人,,,,,0,0,,,
a man of straw,,,"稻草人, 假想的对手",,,,,0,0,,,
a man of temperate habits,,,"禀性温和的人,有节制的人",,,,,0,0,,,
a man of the world,,,深通世故的人,,,,,0,0,,,
a man of vision,,,"有眼光的人,有远见的人,高瞻远瞩者",,,,,0,0,,,
a man of wax,,,"模范人物,完人",,,,,0,0,,,
a man of wealth,,,"富人,有钱人",,,,,0,0,,,
a man of zeal,,,热心人,,,,,0,0,,,
a man on horseback,,,军事独裁者,,,,,0,0,,,
a man on top of his work,,,工作出色的人,,,,,0,0,,,
a man with the bark on,,,粗人,,,,,0,0,,,
a man with the broom,,,"想作一番改革者,热心改革的人",,,,,0,0,,,
a man with the muck,,,"到处打听丑闻的人,爱散布流言蜚语的人",,,,,0,0,,,
a marriage of convenience,,,基于利害关系的婚姻,,,,,0,0,,,
a mass of,,,"一块,一团,大量的",,,,,0,0,,,
a master hand,,,"能手,行家里手;大手笔,文学大师",,,,,0,0,,,
a master mind,,,"伟人,杰出人物,思想家",,,,,0,0,,,
a master stroke,,,"妙举,大成,丰功伟绩",,,,,0,0,,,
a mat of hair,,,一簇头发,,,,,0,0,,,
a matron of honour,,,伴娘,,,,,0,0,,,
a matter at issue,,,"有争议的问题,正在争论的问题",,,,,0,0,,,
a matter for wonder,,,惊奇的事情,,,,,0,0,,,
a matter in hand,,,当前的问题,,,,,0,0,,,
a matter of,,,"...左右, ...上下, 只是...的问题而已, 只需, 大约",,,,,0,0,,,
a matter of course,,,理所当然的事,,,,,0,0,,,
a matter of great account,,,一件很重要的事,,,,,0,0,,,
a matter of life and death,,,生死攸关的事,,,,,0,0,,,
a matter of opinion,,,看法不同的问题,,,,,0,0,,,
a matter of record,,,有案可查的事,,,,,0,0,,,
a maximum of,,,"至多,最多",,,,,0,0,,,
a mean fellow,,,"卑鄙的家伙,吝啬鬼",,,,,0,0,,,
a measure of,,,一定程度的,,,,,0,0,,,
a medical man,,,医生,,,,,0,0,,,
a mensa et thoro,," A kind of divorce which does not dissolve the\n   marriage bond, but merely authorizes a separate life of the husband and\n   wife.",[法] 分居,,,,,0,0,,,
a mental case,,,精神病患者,,,,,0,0,,,
